POINT;TYPE_CODE;PAS
16307235871901;CDC;PT30M
17331548455155;CDC;PT30M
17390448607180;CDC;PT30M
17533429759559;CDC;PT10M
19112445609550;CDC;PT30M
19142546984448;CDC;PT30M
19166859561266;CDC;PT30M
19173082389090;CDC;PT30M
19190014397028;CDC;PT30M
19317221346617;CDC;PT10M
19321562950003;CDC;PT10M
19340231476303;CDC;PT10M
19344138854720;CDC;PT10M
19360347260858;CDC;PT30M
19382344341429;CDC;PT30M
19439073802677;CDC;PT30M
19590882660309;CDC;PT30M
19724457256595;CDC;PT30M
19727206882595;CDC;PT30M
19753979685215;CDC;PT30M
19784515138810;CDC;PT30M
19820694576964;CDC;PT30M
21208682993889;CDC;PT30M
21224457286953;CDC;PT30M
21224457286953;CDC;PT30M
21288132975231;CDC;PT30M
21332127221227;CDC;PT30M
21440810284623;CDC;PT30M
21512011525207;CDC;PT30M
21530969597831;CDC;PT30M
22366714767241;CDC;PT30M
22517655482513;CDC;PT30M
23293921767574;CDC;PT30M
23352243105905;CDC;PT30M
23470332848488;CDC;PT30M
24152532536773;CDC;PT30M
24154558589079;CDC;PT10M
24180897247918;CDC;PT30M
24185962306418;CDC;PT30M
24200144697331;CDC;PT30M
24244428324110;CDC;PT10M
24276845111352;CDC;PT10M
24581476047614;CDC;PT30M
24582199708466;CDC;PT10M
25211143221405;CDC;PT30M
25211143221405;CDC;PT30M
25217655493641;CDC;PT30M
25275832114889;CDC;PT30M
25286541191602;CDC;PT30M
25313603333905;CDC;PT30M
25316497732309;CDC;PT30M
25325904367604;CDC;PT30M
25328075089520;CDC;PT30M
25328364628208;CDC;PT30M
25380607780058;CDC;PT30M
25389725033721;CDC;PT30M
25436034709016;CDC;PT30M
25483936317644;CDC;PT30M
01373516614465;CDC;PT30M
01526049122948;CDC;PT30M
02156729358706;CDC;PT30M
02172358835875;CDC;PT30M
02263965202027;CDC;PT30M
02559189551236;CDC;PT30M
04102604911704;CDC;PT30M
04193921849798;CDC;PT30M
05164399411837;CDC;PT30M
05662083931015;CDC;PT30M
06308248849566;CDC;PT30M
06354413816781;CDC;PT30M
06507670014501;CDC;PT30M
06534587455323;CDC;PT30M
06584804589707;CDC;PT10M
06584804589707;CDC;PT30M
07244573045678;CDC;PT30M
07347177986847;CDC;PT30M
07350506423050;CDC;PT30M
07362952216570;CDC;PT30M
07375397945848;CDC;PT30M
07428075235235;CDC;PT30M
07495803181483;CDC;PT30M
09742112826834;CDC;PT30M
12148046273472;CDC;PT30M
12260347299640;CDC;PT30M
12439218485975;CDC;PT30M
12539652668366;CDC;PT30M
12587409548804;CDC;PT30M
14216931879801;CDC;PT30M
14232127212999;CDC;PT30M
14323588900484;CDC;PT30M
14355571550026;CDC;PT30M
14482054937188;CDC;PT30M
14655716342246;CDC;PT30M
14695079515212;CDC;PT30M
14711866848113;CDC;PT30M
14742257597218;CDC;PT30M
14780318349936;CDC;PT30M
14799131690407;CDC;PT30M
14815340067589;CDC;PT30M
14815340067589;CDC;PT30M
14828654089770;CDC;PT30M
14855716295094;CDC;PT30M
14875832105664;CDC;PT30M
15100868282800;CDC;PT30M
15201012965481;CDC;PT30M
15205643890373;CDC;PT30M
16113458675851;CDC;PT30M
16132850888776;CDC;PT30M
16158610512850;CDC;PT30M
16175253082340;CDC;PT30M
16440520863389;CDC;PT30M
16459479008779;CDC;PT10M
16459479008779;CDC;PT30M
16523878391875;CDC;PT30M
19128219865547;CDC;PT30M
19309985463904;CDC;PT10M
19565267657135;CDC;PT30M
19565267657135;CDC;PT30M
19783646789861;CDC;PT30M
19800434126224;CDC;PT30M
19821562863020;CDC;PT30M
19899131627309;CDC;PT30M
19935600549016;CDC;PT30M
21200144597988;CDC;PT30M
21243849409009;CDC;PT30M
21247901588448;CDC;PT30M
21254269032558;CDC;PT30M
21297105614130;CDC;PT30M
21299565774189;CDC;PT30M
21371924713475;CDC;PT30M
21401591809356;CDC;PT30M
21474963748943;CDC;PT30M
22175108469755;CDC;PT30M
22216787246987;CDC;PT30M
22365267642952;CDC;PT30M
22393342919423;CDC;PT10M
23151664231206;CDC;PT30M
23248046269527;CDC;PT30M
23382923264271;CDC;PT30M
23504486200260;CDC;PT30M
24281910214833;CDC;PT30M
24360926098420;CDC;PT30M
24379449909426;CDC;PT30M
24392619386130;CDC;PT10M
24509985439490;CDC;PT30M
24568306789715;CDC;PT30M
25248914609099;CDC;PT30M
25251664114416;CDC;PT10M
25255137347815;CDC;PT10M
25287843676734;CDC;PT10M
25320839278960;CDC;PT30M
25385238738028;CDC;PT30M
25443270524736;CDC;PT30M
25446743713593;CDC;PT30M
25616497815650;CDC;PT30M
25824891406039;CDC;PT10M
25835745246278;CDC;PT10M
25859623733626;CDC;PT10M
25988567254806;CDC;PT30M
01148914477468;CDC;PT30M
01163531100760;CDC;PT30M
01257597575416;CDC;PT30M
02144717725395;CDC;PT30M
02174384876598;CDC;PT30M
02198118556014;CDC;PT30M
02218379097024;CDC;PT30M
02310274941306;CDC;PT30M
02481476100849;CDC;PT30M
02481910251187;CDC;PT30M
04183212724429;CDC;PT30M
04213603441570;CDC;PT30M
05129667126969;CDC;PT30M
05199999902148;CDC;PT30M
05421997054508;CDC;PT30M
05506078144986;CDC;PT30M
05506078144986;CDC;PT30M
05659334268109;CDC;PT30M
06498986947185;CDC;PT30M
06504341512335;CDC;PT30M
07100144650999;CDC;PT30M
07400868288979;CDC;PT30M
09160926181685;CDC;PT30M
09313748176286;CDC;PT30M
09490593318848;CDC;PT30M
09591461569543;CDC;PT30M
12166714821704;CDC;PT30M
12490593328963;CDC;PT30M
12536324155530;CDC;PT30M
12578292304813;CDC;PT30M
14214616382330;CDC;PT30M
14252677095871;CDC;PT30M
14296960829402;CDC;PT30M
14370043359990;CDC;PT30M
14434153282419;CDC;PT30M
14458321217971;CDC;PT30M
14727062211236;CDC;PT30M
15251374727388;CDC;PT30M
15255137446929;CDC;PT30M
15426628047920;CDC;PT30M
15465846579526;CDC;PT30M
15516208367135;CDC;PT30M
16145151842326;CDC;PT30M
16166570124660;CDC;PT30M
16291895791308;CDC;PT30M
16576410954498;CDC;PT10M
17797105639314;CDC;PT30M
17930535431044;CDC;PT30M
19141389202756;CDC;PT30M
19179884145604;CDC;PT30M
19505354528783;CDC;PT30M
19523010108619;CDC;PT30M
19534876921538;CDC;PT10M
19637192443247;CDC;PT10M
19738350213050;CDC;PT30M
19764833523143;CDC;PT30M
21110419661964;CDC;PT30M
21282633709077;CDC;PT30M
21305499143260;CDC;PT30M
21320549828189;CDC;PT30M
21434876953696;CDC;PT30M
21481331270278;CDC;PT30M
21585383502033;CDC;PT30M
22108393574745;CDC;PT30M
22187988366900;CDC;PT30M
22222286487419;CDC;PT30M
22380752423887;CDC;PT30M
22399276276408;CDC;PT30M
23118813228138;CDC;PT30M
23163096926982;CDC;PT30M
23303617878975;CDC;PT30M
23334442798543;CDC;PT30M
23356729302803;CDC;PT30M
24122865357510;CDC;PT30M
24193921833180;CDC;PT30M
24230390688943;CDC;PT10M
24257597657530;CDC;PT30M
24376844966742;CDC;PT30M
24391895615804;CDC;PT30M
24517366029145;CDC;PT10M
24586251752163;CDC;PT10M
25202894293066;CDC;PT10M
25220405183039;CDC;PT10M
25241823365562;CDC;PT30M
25309551193899;CDC;PT30M
25310130137296;CDC;PT30M
25406222843518;CDC;PT30M
25415918895040;CDC;PT30M
25812300950660;CDC;PT30M
25851519513877;CDC;PT30M
25943270578501;CDC;PT30M
25963531092090;CDC;PT30M
01108538254045;CDC;PT30M
01129377627785;CDC;PT30M
01234442764919;CDC;PT30M
01383357446865;CDC;PT30M
01383502153842;CDC;PT30M
01471779921457;CDC;PT30M
01666714901701;CDC;PT30M
01695658421867;CDC;PT30M
02234732267257;CDC;PT30M
02257597647303;CDC;PT30M
02310709063061;CDC;PT30M
02319102748672;CDC;PT30M
04313892885469;CDC;PT30M
04390882757379;CDC;PT30M
05280028934471;CDC;PT30M
05451519508581;CDC;PT30M
05608104162029;CDC;PT30M
05629232968980;CDC;PT30M
05680897209348;CDC;PT30M
07102894343571;CDC;PT30M
07228943454204;CDC;PT30M
07271056365689;CDC;PT30M
07403473204037;CDC;PT30M
09738639629607;CDC;PT30M
12148914597603;CDC;PT10M
12441099808632;CDC;PT30M
14217365957340;CDC;PT30M
14245007143810;CDC;PT30M
14253256131610;CDC;PT30M
14286830605827;CDC;PT10M
14555861013318;CDC;PT30M
15439652671300;CDC;PT10M
15565701858204;CDC;PT30M
15581476059867;CDC;PT30M
15591172204289;CDC;PT30M
16256729338230;CDC;PT30M
16359913160361;CDC;PT30M
16405933406985;CDC;PT30M
16412300967419;CDC;PT30M
16490737986843;CDC;PT30M
17330824886523;CDC;PT30M
17579594781965;CDC;PT30M
19105064970335;CDC;PT30M
19132416732194;CDC;PT30M
19173371696222;CDC;PT30M
19185383352286;CDC;PT30M
19195079560329;CDC;PT30M
19359189505991;CDC;PT10M
19383067990772;CDC;PT30M
19429088264631;CDC;PT30M
19429088264631;CDC;PT30M
19506656913052;CDC;PT30M
19536179384430;CDC;PT10M
19538639584375;CDC;PT10M
19750506407625;CDC;PT30M
19830245966595;CDC;PT30M
19860926128143;CDC;PT30M
19867149003320;CDC;PT30M
19983067992462;CDC;PT30M
19994500671019;CDC;PT10M
21145730794748;CDC;PT30M
21273371772728;CDC;PT30M
21330390654656;CDC;PT30M
21432561466246;CDC;PT30M
21481765490977;CDC;PT30M
21545586063283;CDC;PT10M
22112300992721;CDC;PT30M
22168306744186;CDC;PT30M
22185672876624;CDC;PT30M
22243270528116;CDC;PT30M
22324023061097;CDC;PT30M
22341244506944;CDC;PT30M
22479884166512;CDC;PT30M
23297394985453;CDC;PT30M
24273371878463;CDC;PT30M
24347322664031;CDC;PT30M
24371635147470;CDC;PT30M
24395079540962;CDC;PT30M
24395079540962;CDC;PT30M
25189290731413;CDC;PT30M
25246454266720;CDC;PT30M
25257018715583;CDC;PT30M
25263241530152;CDC;PT30M
25263241530152;CDC;PT30M
25393632299781;CDC;PT30M
25406078084467;CDC;PT30M
25470911713200;CDC;PT30M
25477858107907;CDC;PT30M
25863096960859;CDC;PT10M
25921418192306;CDC;PT30M
25974963758182;CDC;PT30M
25974963758182;CDC;PT30M
25989869695405;CDC;PT30M
01119971038400;CDC;PT30M
01130824874606;CDC;PT30M
01185962340721;CDC;PT30M
01401302351619;CDC;PT30M
01473661263149;CDC;PT30M
01494500723214;CDC;PT30M
01586685921362;CDC;PT30M
02110998450278;CDC;PT30M
02188856663192;CDC;PT30M
02238350182984;CDC;PT30M
02260347266365;CDC;PT30M
02485962336001;CDC;PT30M
02540231498336;CDC;PT30M
04321562934129;CDC;PT30M
04343415295021;CDC;PT30M
05158900110047;CDC;PT10M
05581910193122;CDC;PT30M
06565267684351;CDC;PT30M
07112011565120;CDC;PT30M
07125904464702;CDC;PT30M
07312300963488;CDC;PT30M
07553834986261;CDC;PT30M
09322865302742;CDC;PT30M
09416208382210;CDC;PT30M
09751519475616;CDC;PT30M
12148769819658;CDC;PT30M
14238494836913;CDC;PT30M
14314616477936;CDC;PT30M
14437916059533;CDC;PT10M
14581331314609;CDC;PT30M
14837771242903;CDC;PT30M
14880752454709;CDC;PT30M
15159044830351;CDC;PT30M
15261794470731;CDC;PT30M
15264109941809;CDC;PT30M
15440955123105;CDC;PT30M
15453545555830;CDC;PT10M
16121273493776;CDC;PT30M
16131403750033;CDC;PT30M
16171490568648;CDC;PT30M
16266136004942;CDC;PT30M
16305933399219;CDC;PT30M
16314761212047;CDC;PT10M
16470332759052;CDC;PT30M
16516931972184;CDC;PT30M
17175253145124;CDC;PT30M
17312879857490;CDC;PT30M
17503907363990;CDC;PT30M
19107669825120;CDC;PT30M
19141244448888;CDC;PT30M
19172937554119;CDC;PT30M
19173806008237;CDC;PT30M
19306222757334;CDC;PT10M
19307235825780;CDC;PT10M
19309406580906;CDC;PT10M
19312879808120;CDC;PT10M
19346309594107;CDC;PT30M
19351664157041;CDC;PT30M
19369753890823;CDC;PT10M
19381186620781;CDC;PT10M
19700723514243;CDC;PT30M
19738060703400;CDC;PT30M
19756005724208;CDC;PT30M
19819392155928;CDC;PT30M
21299276259510;CDC;PT30M
21306656996509;CDC;PT30M
21375108530205;CDC;PT30M
21489435532746;CDC;PT30M
22144428201059;CDC;PT30M
22341678724853;CDC;PT10M
22575253203189;CDC;PT30M
22575253203189;CDC;PT30M
23244283540875;CDC;PT30M
23272214051575;CDC;PT30M
23327206874495;CDC;PT30M
23383357413367;CDC;PT30M
24102026019999;CDC;PT30M
24350940591240;CDC;PT30M
24399131573188;CDC;PT30M
24500723538303;CDC;PT30M
25216353000641;CDC;PT30M
25255861010176;CDC;PT30M
25294500711409;CDC;PT10M
25304196793412;CDC;PT30M
25338060744010;CDC;PT30M
25371056369282;CDC;PT30M
25385238600560;CDC;PT30M
25435311065698;CDC;PT30M
25439218520659;CDC;PT30M
25459623704821;CDC;PT30M
25471201113408;CDC;PT30M
25471201113408;CDC;PT10M
25493487616136;CDC;PT30M
25871635270558;CDC;PT30M
01164833568569;CDC;PT30M
01497539788252;CDC;PT30M
01631403744284;CDC;PT30M
02141244462074;CDC;PT30M
02206222834291;CDC;PT30M
02571056430720;CDC;PT30M
04102604877708;CDC;PT30M
04172937763688;CDC;PT10M
04227785804655;CDC;PT30M
04326338631564;CDC;PT10M
04338494908250;CDC;PT30M
04368306718859;CDC;PT30M
05206801716973;CDC;PT30M
05598986951793;CDC;PT30M
05649493486059;CDC;PT30M
05689146098039;CDC;PT30M
07170332803613;CDC;PT30M
07381331331799;CDC;PT30M
07533719218889;CDC;PT30M
09340955108782;CDC;PT30M
09379450062130;CDC;PT30M
09665701862150;CDC;PT30M
12211287950246;CDC;PT30M
14238784312499;CDC;PT30M
14257163517603;CDC;PT30M
14299999917093;CDC;PT30M
14452532487821;CDC;PT30M
14575253248380;CDC;PT30M
14607959394818;CDC;PT30M
14622431213530;CDC;PT30M
14716208369813;CDC;PT30M
14804920351700;CDC;PT30M
14831114257040;CDC;PT30M
14831114257040;CDC;PT30M
14870043336170;CDC;PT30M
15449782884205;CDC;PT30M
15464688820550;CDC;PT30M
15560781432660;CDC;PT30M
16116931776533;CDC;PT30M
16156584631628;CDC;PT30M
16160202575513;CDC;PT30M
16174674191741;CDC;PT30M
16180028835581;CDC;PT30M
16513603420764;CDC;PT30M
17190593258329;CDC;PT10M
17734298117810;CDC;PT30M
19194790003562;CDC;PT30M
19326483290699;CDC;PT10M
19331114252769;CDC;PT10M
19381476045700;CDC;PT30M
19533719179107;CDC;PT10M
19564978201402;CDC;PT30M
19645296594244;CDC;PT10M
19672503587391;CDC;PT10M
19883357359567;CDC;PT30M
21145007160809;CDC;PT30M
21172937737801;CDC;PT30M
21196671423408;CDC;PT30M
21238205473781;CDC;PT30M
21242981108684;CDC;PT30M
21242981108684;CDC;PT10M
21276266256533;CDC;PT30M
21288422447524;CDC;PT30M
21372793031346;CDC;PT30M
21446454352790;CDC;PT30M
22187264717774;CDC;PT30M
22337047664284;CDC;PT30M
22374819023363;CDC;PT30M
22394790098263;CDC;PT30M
22402604908973;CDC;PT30M
22458176544096;CDC;PT30M
22556005698525;CDC;PT30M
23121562941765;CDC;PT30M
23156005736786;CDC;PT30M
23184949239613;CDC;PT30M
23187264817230;CDC;PT30M
23235166296189;CDC;PT30M
23268451463404;CDC;PT30M
23293342848650;CDC;PT30M
23338639648162;CDC;PT30M
23433574510410;CDC;PT30M
24123010069455;CDC;PT30M
24203617896977;CDC;PT30M
24267438482883;CDC;PT10M
24301012872788;CDC;PT30M
24560926116663;CDC;PT30M
24588712007790;CDC;PT30M
24597829125454;CDC;PT30M
24599710509867;CDC;PT30M
25215484738975;CDC;PT30M
25289001398489;CDC;PT30M
25355282139606;CDC;PT30M
25363241640406;CDC;PT30M
25443559936791;CDC;PT30M
25456729339680;CDC;PT30M
25484804579580;CDC;PT30M
25814037609430;CDC;PT30M
25857018813247;CDC;PT10M
25979884180707;CDC;PT30M
01143125847917;CDC;PT30M
01148190862511;CDC;PT30M
01428075232868;CDC;PT30M
01458900047909;CDC;PT30M
01528075205641;CDC;PT30M
01548914560613;CDC;PT30M
01664109924810;CDC;PT30M
01672503527889;CDC;PT30M
02174963713755;CDC;PT30M
02228798830708;CDC;PT30M
02238350207851;CDC;PT30M
02318379124708;CDC;PT30M
02341533976622;CDC;PT30M
02350795938923;CDC;PT30M
02530969590547;CDC;PT30M
04138639616330;CDC;PT30M
04360781452687;CDC;PT30M
04388277831790;CDC;PT30M
04388277831790;CDC;PT10M
04396092611696;CDC;PT30M
05256439918805;CDC;PT10M
05501881319007;CDC;PT30M
06401447177002;CDC;PT30M
07252532478056;CDC;PT30M
09425904457930;CDC;PT30M
09489580291000;CDC;PT10M
09773516631566;CDC;PT30M
09781041956365;CDC;PT10M
12186107088182;CDC;PT30M
12476266268237;CDC;PT30M
14259478998390;CDC;PT30M
14278726434984;CDC;PT30M
14282778485183;CDC;PT30M
14296816093113;CDC;PT30M
14326193815605;CDC;PT30M
14395079592599;CDC;PT30M
14402894341668;CDC;PT30M
15129377679525;CDC;PT30M
15139073756641;CDC;PT30M
15170477543498;CDC;PT30M
15210998513276;CDC;PT30M
15217366111398;CDC;PT30M
15583646867394;CDC;PT30M
16113458553030;CDC;PT30M
16125470310022;CDC;PT30M
16141244365313;CDC;PT30M
16184949306904;CDC;PT30M
16355861027799;CDC;PT30M
16393053527800;CDC;PT30M
17508827730040;CDC;PT30M
17555426890633;CDC;PT30M
17694500715440;CDC;PT30M
19106946330996;CDC;PT30M
19140376113380;CDC;PT30M
19310709052921;CDC;PT10M
19319681549230;CDC;PT10M
19323299494221;CDC;PT10M
19347467364189;CDC;PT10M
19465701831330;CDC;PT30M
19531693129918;CDC;PT10M
19585817579205;CDC;PT30M
19673082465046;CDC;PT30M
19701591868181;CDC;PT30M
19765267605407;CDC;PT30M
19805354538461;CDC;PT30M
19805354538461;CDC;PT30M
19894790107833;CDC;PT30M
19894790107833;CDC;PT30M
19930245932084;CDC;PT30M
21221418120437;CDC;PT30M
21335455781735;CDC;PT30M
21350795861655;CDC;PT30M
21424312456951;CDC;PT30M
21447322635999;CDC;PT30M
21511866718301;CDC;PT30M
22141823291436;CDC;PT30M
22161215593903;CDC;PT30M
22201736564120;CDC;PT30M
22201736564120;CDC;PT30M
22293921818320;CDC;PT30M
22580897177383;CDC;PT30M
23161794363630;CDC;PT30M
23237337100927;CDC;PT30M
24221997034377;CDC;PT30M
24325470332616;CDC;PT30M
24333574448071;CDC;PT30M
24384949342784;CDC;PT10M
24522865317913;CDC;PT30M
24575832102748;CDC;PT30M
24584080985114;CDC;PT10M
25167148951877;CDC;PT10M
25214182295781;CDC;PT10M
25303473144392;CDC;PT30M
25310998444419;CDC;PT30M
25316931964859;CDC;PT30M
25341099819211;CDC;PT30M
25378147499303;CDC;PT30M
25378147499303;CDC;PT30M
25427641021368;CDC;PT30M
25427785746814;CDC;PT30M
25460636724470;CDC;PT30M
25814905930771;CDC;PT30M
25860926157509;CDC;PT30M
25866570124660;CDC;PT10M
01102894260993;CDC;PT30M
01163386368451;CDC;PT30M
01199710527106;CDC;PT30M
01269753909289;CDC;PT30M
01429377670001;CDC;PT30M
01497973840711;CDC;PT30M
01597973891559;CDC;PT30M
01624312574419;CDC;PT30M
02127351606540;CDC;PT30M
02250506449024;CDC;PT30M
02479160528953;CDC;PT30M
02481186637103;CDC;PT30M
04148046247045;CDC;PT30M
04230390734104;CDC;PT30M
05290159172140;CDC;PT30M
06428364643710;CDC;PT30M
09113169269942;CDC;PT30M
09121418204802;CDC;PT30M
09154124384220;CDC;PT30M
09351519522105;CDC;PT30M
09546599048799;CDC;PT30M
09788277829647;CDC;PT30M
12120839280239;CDC;PT30M
12145586088244;CDC;PT10M
12263965223494;CDC;PT30M
12570477557110;CDC;PT30M
14278002814105;CDC;PT30M
14539073782855;CDC;PT30M
14539218493298;CDC;PT30M
14660347236558;CDC;PT30M
15497973928892;CDC;PT30M
16131259011020;CDC;PT10M
16149493443311;CDC;PT30M
16159044688688;CDC;PT30M
16285238740610;CDC;PT30M
16339797377435;CDC;PT30M
16470188118914;CDC;PT30M
16482344300920;CDC;PT30M
16530535371950;CDC;PT30M
16590882749492;CDC;PT30M
17157163508590;CDC;PT30M
17670188132548;CDC;PT30M
19184370407806;CDC;PT30M
19188277650562;CDC;PT30M
19314471777956;CDC;PT30M
19315050576975;CDC;PT10M
19320115772054;CDC;PT10M
19337626606600;CDC;PT10M
19355137397538;CDC;PT10M
19356150432172;CDC;PT10M
19356295152605;CDC;PT10M
19358031763579;CDC;PT10M
19373950691753;CDC;PT30M
19510709075090;CDC;PT10M
19577134567107;CDC;PT30M
19612156284314;CDC;PT30M
19670911691585;CDC;PT10M
19790882705080;CDC;PT30M
19827062179918;CDC;PT30M
19912011486808;CDC;PT30M
19972503582561;CDC;PT30M
21369464493364;CDC;PT30M
21469175051703;CDC;PT30M
22126338608716;CDC;PT30M
22258755403722;CDC;PT30M
22444862418398;CDC;PT30M
22466859561480;CDC;PT30M
23184949225343;CDC;PT30M
23249927565710;CDC;PT30M
24141099825294;CDC;PT30M
24153979706375;CDC;PT30M
24332995484136;CDC;PT30M
24332995484136;CDC;PT10M
24510130189250;CDC;PT10M
24537915961652;CDC;PT10M
24585094058209;CDC;PT30M
25112156195763;CDC;PT30M
25247756838589;CDC;PT30M
25254992760882;CDC;PT30M
25265412439251;CDC;PT30M
25280173545809;CDC;PT10M
25334876909818;CDC;PT30M
25379160475521;CDC;PT30M
25402894330530;CDC;PT30M
25803617889666;CDC;PT10M
25895224248824;CDC;PT10M
25986107030162;CDC;PT30M
25999131613242;CDC;PT30M
01107959377054;CDC;PT30M
01115484800540;CDC;PT30M
01140376146003;CDC;PT30M
01274819072624;CDC;PT30M
01372793016047;CDC;PT30M
02121273486802;CDC;PT30M
02292764060470;CDC;PT30M
02376121527335;CDC;PT30M
04303038997308;CDC;PT30M
04351808928189;CDC;PT10M
04374095464208;CDC;PT30M
05101447080266;CDC;PT30M
05267149049860;CDC;PT30M
05694645407204;CDC;PT30M
06426338613450;CDC;PT30M
07248190977809;CDC;PT30M
07381186640697;CDC;PT30M
07445875514298;CDC;PT30M
09116208327314;CDC;PT30M
09132127283080;CDC;PT30M
09259623709875;CDC;PT30M
09309551325767;CDC;PT30M
09344138910006;CDC;PT30M
09383646857931;CDC;PT30M
09591172199963;CDC;PT30M
09683067995277;CDC;PT30M
09760636757091;CDC;PT30M
12158176523830;CDC;PT30M
12274095472184;CDC;PT30M
14356005689412;CDC;PT30M
14395224225330;CDC;PT30M
14483646857820;CDC;PT30M
14504486235235;CDC;PT30M
14717800253398;CDC;PT30M
14782199704425;CDC;PT10M
14833863935206;CDC;PT30M
14884080951703;CDC;PT10M
16128798647751;CDC;PT30M
16161360333160;CDC;PT30M
17218379122131;CDC;PT30M
17383791579739;CDC;PT30M
17695369012155;CDC;PT30M
17728219943732;CDC;PT30M
19146599126995;CDC;PT10M
19190014471170;CDC;PT30M
19196381897090;CDC;PT30M
19347612056225;CDC;PT10M
19429377667710;CDC;PT30M
19449493449603;CDC;PT30M
19546599022399;CDC;PT30M
19561794444089;CDC;PT30M
19573516618833;CDC;PT30M
19627641079052;CDC;PT30M
19852243050905;CDC;PT30M
21211577315437;CDC;PT30M
21259768285301;CDC;PT30M
21296092550052;CDC;PT30M
21426483249625;CDC;PT30M
21513314022620;CDC;PT10M
21526483257174;CDC;PT30M
21529956497106;CDC;PT30M
21561070838791;CDC;PT30M
21573227179294;CDC;PT30M
21578437020005;CDC;PT30M
22104052008986;CDC;PT30M
22113169173883;CDC;PT30M
22157742396564;CDC;PT30M
22169753873407;CDC;PT30M
22195658372588;CDC;PT30M
22396381984398;CDC;PT30M
22425036125374;CDC;PT30M
22425036125374;CDC;PT30M
23103183674239;CDC;PT30M
23105933274467;CDC;PT30M
23121707591016;CDC;PT30M
23176845109646;CDC;PT30M
23184515105423;CDC;PT30M
23386396488107;CDC;PT30M
24109551340291;CDC;PT30M
24124891452483;CDC;PT30M
24238350167900;CDC;PT10M
24353256142525;CDC;PT10M
24384515025761;CDC;PT10M
24537771243804;CDC;PT10M
24553690300067;CDC;PT30M
24554703262094;CDC;PT30M
24563096928672;CDC;PT30M
24578002816019;CDC;PT30M
25291027447147;CDC;PT30M
25309261874943;CDC;PT30M
25341244536538;CDC;PT30M
25380463014063;CDC;PT30M
25814327006694;CDC;PT10M
25820839307894;CDC;PT10M
25831258982512;CDC;PT30M
25870043415267;CDC;PT10M
25873227206866;CDC;PT10M
25887843663589;CDC;PT30M
25915340059735;CDC;PT30M
01168017322532;CDC;PT30M
01193053526684;CDC;PT30M
01328075252773;CDC;PT30M
01369898599101;CDC;PT30M
02485383390968;CDC;PT30M
02506801667582;CDC;PT30M
04119826333590;CDC;PT30M
04126049175798;CDC;PT30M
04356584651645;CDC;PT30M
05192619360492;CDC;PT30M
05227641080744;CDC;PT30M
05412156289256;CDC;PT10M
05522141781170;CDC;PT30M
07243270543964;CDC;PT30M
09107091114367;CDC;PT30M
09129956543010;CDC;PT30M
09392185175305;CDC;PT30M
09609696041608;CDC;PT30M
09624023148379;CDC;PT10M
09797105622789;CDC;PT30M
12158321247128;CDC;PT30M
12191461640770;CDC;PT30M
12578581750431;CDC;PT30M
14237626500198;CDC;PT30M
14282054927398;CDC;PT30M
14282054927398;CDC;PT30M
14318668550858;CDC;PT30M
14481620766273;CDC;PT30M
14519681575444;CDC;PT30M
14532127339654;CDC;PT30M
14556150436215;CDC;PT30M
14691172140278;CDC;PT30M
14744573043764;CDC;PT30M
14762952234807;CDC;PT30M
14821562860104;CDC;PT30M
14879594713476;CDC;PT30M
14886830627758;CDC;PT30M
15119971002759;CDC;PT30M
15260926108238;CDC;PT30M
15457597657530;CDC;PT30M
15457597657530;CDC;PT30M
16185528130787;CDC;PT30M
16455282182797;CDC;PT30M
17580318374149;CDC;PT30M
17598986926604;CDC;PT30M
19112156188340;CDC;PT30M
19300578795107;CDC;PT10M
19312590384340;CDC;PT10M
19317510782221;CDC;PT10M
19322720692433;CDC;PT10M
19330390656010;CDC;PT30M
19352243054273;CDC;PT10M
19379305282164;CDC;PT30M
19384804613362;CDC;PT30M
19385962305842;CDC;PT30M
19399710488268;CDC;PT10M
19473806072807;CDC;PT30M
19514905900527;CDC;PT30M
19721852369161;CDC;PT30M
19766714833408;CDC;PT30M
19809840754396;CDC;PT30M
19869319767723;CDC;PT30M
21217655408163;CDC;PT30M
21297394952067;CDC;PT30M
21400578741890;CDC;PT30M
21401736480102;CDC;PT30M
21412011568595;CDC;PT30M
21502604868258;CDC;PT30M
21575542591291;CDC;PT30M
22201013000624;CDC;PT30M
22447033225724;CDC;PT30M
22502025927840;CDC;PT30M
23143270582089;CDC;PT30M
23222865384849;CDC;PT30M
23416063670974;CDC;PT30M
23515774209155;CDC;PT30M
24261794416736;CDC;PT30M
24276410957965;CDC;PT10M
24377713300520;CDC;PT30M
24382054986774;CDC;PT10M
24575253236799;CDC;PT30M
24584370407245;CDC;PT30M
25221852363217;CDC;PT30M
25313892743280;CDC;PT30M
25445586100106;CDC;PT30M
25820694590049;CDC;PT10M
25889869705099;CDC;PT30M
25915195356705;CDC;PT30M
25952532549266;CDC;PT30M
25990159179983;CDC;PT30M
01215918944767;CDC;PT30M
01215918944767;CDC;PT10M
01402315450336;CDC;PT30M
01494790112354;CDC;PT30M
02154992757175;CDC;PT30M
02450361751962;CDC;PT30M
04312879866503;CDC;PT30M
04337337111392;CDC;PT30M
05118234347906;CDC;PT30M
05152098368430;CDC;PT30M
05159768435057;CDC;PT30M
07103328456557;CDC;PT30M
07103328456557;CDC;PT30M
07109261882279;CDC;PT30M
