POINT;TYPE_CODE;PAS
19610998552747;CDC;PT30M
19744862423246;CDC;PT30M
19783357436740;CDC;PT30M
19785238685369;CDC;PT30M
21227785718146;CDC;PT30M
21243994118852;CDC;PT30M
21247901557290;CDC;PT30M
21268017203950;CDC;PT30M
21378726461875;CDC;PT30M
21387554257120;CDC;PT30M
22139218489579;CDC;PT30M
22176989863362;CDC;PT30M
22193921747445;CDC;PT30M
22257887107677;CDC;PT30M
22362807391508;CDC;PT30M
22533285018328;CDC;PT30M
23145730819940;CDC;PT30M
23201736589191;CDC;PT30M
23223588886170;CDC;PT30M
23348914590756;CDC;PT30M
23501736557257;CDC;PT30M
23591172151306;CDC;PT30M
24165991253978;CDC;PT30M
24267872604311;CDC;PT30M
24311143168057;CDC;PT30M
24399131553935;CDC;PT10M
24548190983332;CDC;PT30M
24557887016114;CDC;PT30M
25216642498319;CDC;PT10M
25223299517183;CDC;PT10M
25289869729271;CDC;PT30M
25345007058537;CDC;PT30M
25431837782305;CDC;PT30M
25494066502890;CDC;PT30M
25830535436098;CDC;PT30M
25838784266138;CDC;PT30M
25860492026862;CDC;PT30M
25867293777069;CDC;PT10M
25929956561672;CDC;PT30M
01184659838754;CDC;PT30M
01209551320386;CDC;PT30M
01263531003671;CDC;PT30M
01285672883508;CDC;PT30M
01357452914286;CDC;PT30M
01651953641695;CDC;PT30M
01690014387675;CDC;PT30M
02128798814160;CDC;PT30M
02354413835572;CDC;PT30M
04113169275039;CDC;PT30M
04253256125097;CDC;PT30M
04378292302359;CDC;PT30M
06335745273710;CDC;PT30M
06360202543028;CDC;PT30M
06509551350632;CDC;PT30M
07385962339589;CDC;PT30M
07474095504362;CDC;PT30M
07520260415995;CDC;PT30M
07576845142947;CDC;PT30M
09224312561926;CDC;PT30M
09473082463570;CDC;PT30M
09514471685389;CDC;PT30M
09577279278629;CDC;PT30M
09705209793702;CDC;PT30M
09717510834101;CDC;PT10M
12121852298502;CDC;PT30M
12259768399889;CDC;PT30M
12291027410708;CDC;PT30M
14218089596701;CDC;PT30M
14272503559274;CDC;PT30M
14321997091514;CDC;PT30M
14473082437366;CDC;PT30M
14516497795940;CDC;PT30M
14591027422186;CDC;PT30M
14600434100586;CDC;PT30M
14619536817206;CDC;PT30M
15203328441386;CDC;PT30M
15218957972064;CDC;PT30M
15285528175765;CDC;PT30M
16122575783208;CDC;PT30M
16166570130410;CDC;PT30M
16174674175216;CDC;PT30M
16287843662027;CDC;PT30M
16325470300781;CDC;PT30M
16329522419478;CDC;PT30M
17356729355229;CDC;PT30M
17356729355229;CDC;PT30M
17647033272632;CDC;PT30M
19140231525357;CDC;PT30M
19169319736240;CDC;PT30M
19199131537489;CDC;PT30M
19307814760680;CDC;PT30M
19311287924144;CDC;PT10M
19342112759553;CDC;PT30M
19343125832858;CDC;PT10M
19439073720664;CDC;PT30M
19439652601345;CDC;PT10M
19462518055011;CDC;PT30M
19532272001190;CDC;PT10M
19550072319187;CDC;PT30M
19565267622384;CDC;PT10M
19598407978005;CDC;PT10M
19638205483683;CDC;PT30M
19672937740744;CDC;PT10M
19734587553097;CDC;PT30M
19734587553097;CDC;PT30M
19734587553097;CDC;PT30M
19775542656091;CDC;PT30M
19795947832270;CDC;PT30M
19847612101024;CDC;PT30M
21114182215926;CDC;PT30M
21125470205495;CDC;PT30M
21378147593687;CDC;PT30M
21450361684570;CDC;PT30M
21498842130698;CDC;PT30M
21548480419294;CDC;PT30M
22217366071223;CDC;PT30M
22445441270401;CDC;PT30M
22522865340650;CDC;PT30M
22562807386314;CDC;PT30M
23182488983858;CDC;PT30M
23193342836733;CDC;PT30M
23318958011685;CDC;PT30M
23388277829289;CDC;PT10M
23587554260399;CDC;PT30M
24148914593560;CDC;PT30M
24154413871240;CDC;PT10M
24287554186358;CDC;PT30M
24313313971630;CDC;PT30M
24345586050465;CDC;PT30M
24366859505357;CDC;PT30M
24537626526062;CDC;PT10M
24537626526062;CDC;PT30M
25191172148898;CDC;PT30M
25272503572009;CDC;PT30M
25281765504716;CDC;PT30M
25314471691138;CDC;PT30M
25353255980617;CDC;PT30M
25442836391829;CDC;PT30M
25465267646881;CDC;PT30M
25474529530488;CDC;PT30M
25624891436395;CDC;PT30M
25867148995842;CDC;PT10M
01128364659231;CDC;PT30M
01151374807698;CDC;PT30M
01151374807698;CDC;PT30M
01155282100253;CDC;PT30M
01189435583695;CDC;PT30M
01415918886487;CDC;PT30M
01535166419045;CDC;PT30M
02170622202892;CDC;PT30M
02502460189543;CDC;PT30M
04159044833503;CDC;PT30M
05508972502027;CDC;PT30M
05527785790479;CDC;PT30M
05528654047821;CDC;PT30M
05579015836963;CDC;PT30M
05592908767949;CDC;PT30M
05602749631890;CDC;PT10M
06369898670226;CDC;PT30M
07388567271570;CDC;PT30M
07498118628674;CDC;PT30M
09235166394391;CDC;PT30M
09361939117729;CDC;PT30M
09636034687177;CDC;PT30M
09742981139506;CDC;PT30M
12107380595836;CDC;PT30M
12256584574249;CDC;PT30M
12263531060481;CDC;PT30M
14208104157282;CDC;PT30M
14245730751450;CDC;PT10M
14287988303268;CDC;PT30M
14402170756298;CDC;PT30M
14568306795350;CDC;PT30M
14689580258911;CDC;PT30M
14822865321208;CDC;PT30M
15192040484777;CDC;PT30M
15201591886183;CDC;PT30M
15248046246705;CDC;PT30M
15539363234805;CDC;PT30M
15597105602650;CDC;PT30M
16113892733502;CDC;PT30M
16119681587800;CDC;PT30M
16129088155626;CDC;PT30M
16274240222703;CDC;PT30M
16325180888312;CDC;PT30M
16374529663228;CDC;PT30M
16397250328274;CDC;PT30M
16404775554834;CDC;PT30M
16477713443058;CDC;PT10M
16509117158897;CDC;PT30M
16579160584201;CDC;PT30M
17594211246319;CDC;PT30M
17638205498203;CDC;PT30M
19146888367085;CDC;PT30M
19313313963317;CDC;PT10M
19353256076145;CDC;PT10M
19362373305105;CDC;PT10M
19470911679641;CDC;PT30M
19533574493840;CDC;PT30M
19540376258372;CDC;PT30M
19584949215990;CDC;PT30M
19660492015307;CDC;PT30M
19672503575913;CDC;PT30M
19704486197196;CDC;PT30M
21196237241143;CDC;PT30M
21198842142292;CDC;PT30M
21276121408530;CDC;PT30M
21545441347454;CDC;PT30M
22191606242659;CDC;PT30M
22363820504413;CDC;PT30M
22401447124912;CDC;PT30M
22597395015085;CDC;PT30M
23111287828721;CDC;PT30M
23149782867206;CDC;PT30M
23201012983607;CDC;PT30M
23354992718255;CDC;PT30M
24122286510948;CDC;PT10M
24180752513339;CDC;PT30M
24242546984112;CDC;PT10M
24284515184164;CDC;PT10M
24537337090456;CDC;PT10M
24586396469977;CDC;PT10M
25140520938998;CDC;PT30M
25150506466349;CDC;PT10M
25291461614454;CDC;PT30M
25345585971247;CDC;PT30M
25396526603589;CDC;PT30M
25496381926026;CDC;PT30M
25871201157607;CDC;PT10M
25925180886510;CDC;PT30M
25965267722063;CDC;PT30M
25988133090565;CDC;PT30M
25968740875258;CDC;PT30M
25828364632704;CDC;PT30M
25414182308180;CDC;PT30M
25404196812008;CDC;PT30M
25363386395891;CDC;PT30M
25317366046795;CDC;PT30M
25311577370770;CDC;PT30M
25260636744050;CDC;PT30M
25195079551653;CDC;PT30M
25104630864993;CDC;PT30M
24545730818826;CDC;PT30M
24536758220133;CDC;PT30M
23389290859630;CDC;PT30M
23168306755428;CDC;PT30M
23150940624767;CDC;PT30M
22585817590675;CDC;PT30M
22551519498224;CDC;PT30M
22370911675385;CDC;PT30M
22305643904550;CDC;PT30M
22281620769303;CDC;PT30M
22203617927591;CDC;PT30M
22187988363982;CDC;PT30M
22137192405665;CDC;PT30M
22112590337870;CDC;PT30M
21538784309444;CDC;PT30M
21449203967971;CDC;PT30M
21300868183146;CDC;PT30M
21287843619048;CDC;PT30M
21280607711432;CDC;PT30M
21205643970911;CDC;PT30M
21184659843938;CDC;PT30M
21154269098342;CDC;PT30M
21111143193809;CDC;PT30M
19842981130410;CDC;PT30M
19698986935481;CDC;PT30M
19412300973166;CDC;PT30M
19187843569193;CDC;PT30M
19185672809148;CDC;PT30M
17926483355499;CDC;PT30M
17574529611376;CDC;PT30M
17355282188306;CDC;PT30M
16574674323271;CDC;PT30M
16464109856087;CDC;PT30M
16457018685095;CDC;PT30M
16158031757270;CDC;PT30M
16125036021878;CDC;PT30M
16109985496087;CDC;PT30M
15504630909990;CDC;PT30M
15444138923475;CDC;PT30M
15240231478868;CDC;PT30M
14704920391745;CDC;PT30M
14647322693385;CDC;PT30M
14480318253430;CDC;PT30M
14445875425538;CDC;PT30M
14310853772132;CDC;PT30M
14279305349429;CDC;PT30M
14266714736645;CDC;PT30M
14208972312672;CDC;PT30M
12478581756601;CDC;PT30M
12240810375749;CDC;PT30M
09610419645764;CDC;PT30M
09528798813709;CDC;PT30M
09347467432505;CDC;PT30M
09323154820509;CDC;PT30M
07388711969733;CDC;PT30M
06340086779980;CDC;PT30M
05434442818690;CDC;PT30M
04331548392594;CDC;PT30M
02231548474822;CDC;PT30M
01661649756355;CDC;PT30M
01469319734774;CDC;PT30M
01437192451235;CDC;PT30M
01428509315246;CDC;PT30M
01249059292428;CDC;PT30M
01242546971304;CDC;PT30M
01179015821906;CDC;PT30M
01110853826802;CDC;PT30M
25464399316652;CDC;PT30M
25397394910332;CDC;PT30M
22480173569745;CDC;PT30M
22305643904550;CDC;PT30M
22203473141039;CDC;PT30M
21213892814604;CDC;PT30M
14445875425538;CDC;PT30M
09352966699981;CDC;PT30M
04239797366520;CDC;PT30M
02581765547341;CDC;PT30M
02276266249110;CDC;PT30M
01145151872570;CDC;PT30M
25867438431495;CDC;PT10M
25857308248830;CDC;PT10M
24230680124596;CDC;PT10M
19386396461568;CDC;PT10M
19383212645668;CDC;PT10M
19359478944209;CDC;PT10M
19351664180339;CDC;PT10M
19318668524644;CDC;PT10M
19314471705751;CDC;PT10M
19314182270160;CDC;PT10M
09583357450812;CDC;PT10M
02454992669740;CDC;PT10M
24350651202450;CDC;PT10M
09361649704403;CDC;PT10M
01110853763579;CDC;PT30M
01248625116571;CDC;PT30M
01455282152980;CDC;PT30M
01691316914915;CDC;PT30M
02430824815779;CDC;PT30M
02514037586589;CDC;PT30M
02523299535073;CDC;PT30M
04165991305400;CDC;PT10M
04266714888725;CDC;PT30M
04304630942202;CDC;PT30M
04378147592999;CDC;PT30M
04383357426400;CDC;PT30M
06324457267174;CDC;PT30M
06327206920746;CDC;PT30M
07295658381141;CDC;PT30M
07359334296877;CDC;PT30M
07522575953308;CDC;PT30M
09190014446193;CDC;PT30M
09511866779030;CDC;PT30M
09530245980119;CDC;PT30M
09569609235973;CDC;PT30M
09741678674785;CDC;PT30M
09758465957739;CDC;PT30M
12124746698481;CDC;PT30M
12145007217060;CDC;PT10M
12216642480994;CDC;PT30M
12424312567769;CDC;PT30M
12499999973004;CDC;PT30M
14311722040089;CDC;PT30M
14359189482928;CDC;PT30M
14389869698210;CDC;PT30M
14421997096120;CDC;PT30M
14508538312099;CDC;PT30M
14574963812869;CDC;PT30M
14758755372669;CDC;PT30M
14808393606923;CDC;PT30M
14821273447657;CDC;PT30M
14839507920158;CDC;PT30M
14865846554677;CDC;PT30M
14878002864590;CDC;PT30M
14893198180080;CDC;PT30M
16109117142276;CDC;PT30M
16138494855602;CDC;PT30M
16138639541302;CDC;PT30M
16193342847109;CDC;PT30M
16474095443605;CDC;PT30M
16476700355245;CDC;PT30M
16512300957954;CDC;PT30M
16533863892001;CDC;PT30M
16538929000887;CDC;PT30M
17144717799280;CDC;PT30M
17206078145114;CDC;PT30M
17335311117469;CDC;PT30M
17366570162466;CDC;PT30M
17594934857404;CDC;PT30M
19159768369004;CDC;PT30M
19163096805836;CDC;PT30M
19329956510396;CDC;PT10M
19362228602740;CDC;PT30M
19484515137144;CDC;PT30M
19493921833517;CDC;PT30M
19599855256731;CDC;PT30M
19834876931877;CDC;PT30M
19849348751657;CDC;PT30M
19930824887750;CDC;PT30M
21180607781060;CDC;PT30M
21258900064347;CDC;PT30M
21267293666699;CDC;PT30M
21271201132636;CDC;PT30M
21288567210617;CDC;PT30M
22142981144240;CDC;PT30M
22230824845799;CDC;PT30M
22302604898504;CDC;PT30M
23135021615582;CDC;PT30M
23147467320795;CDC;PT30M
23294500619915;CDC;PT30M
24111143248593;CDC;PT30M
24140086793728;CDC;PT30M
24156005767057;CDC;PT10M
24216497788639;CDC;PT30M
24379594603234;CDC;PT30M
24528943503360;CDC;PT30M
24572648307281;CDC;PT30M
25215195316008;CDC;PT30M
25231403716606;CDC;PT30M
25309551241739;CDC;PT30M
25321852203474;CDC;PT30M
25418668473340;CDC;PT30M
25455282166924;CDC;PT30M
25814761146980;CDC;PT30M
25860636654823;CDC;PT30M
25994790126185;CDC;PT30M
25887698893054;CDC;PT30M
25832706156873;CDC;PT30M
25808538255507;CDC;PT30M
25461215624079;CDC;PT30M
25360926148160;CDC;PT30M
25345296548450;CDC;PT30M
25319826305036;CDC;PT30M
25307814591605;CDC;PT30M
25282633727304;CDC;PT30M
25259189507356;CDC;PT30M
25219392070112;CDC;PT30M
25171345850808;CDC;PT30M
24588422572189;CDC;PT30M
24520115707693;CDC;PT30M
24359623624060;CDC;PT30M
24110998499736;CDC;PT30M
23505209803409;CDC;PT30M
23447612154763;CDC;PT30M
23350361787063;CDC;PT30M
23275976768249;CDC;PT30M
23116208257117;CDC;PT30M
23107669967521;CDC;PT30M
22597973879839;CDC;PT30M
22444862371488;CDC;PT30M
22397250342560;CDC;PT30M
22313024596765;CDC;PT30M
22311432613679;CDC;PT30M
22289724950135;CDC;PT30M
22273661266504;CDC;PT30M
22251808875227;CDC;PT30M
22189869694065;CDC;PT30M
22185093917552;CDC;PT30M
21598263348456;CDC;PT30M
21470766957505;CDC;PT30M
21294066445298;CDC;PT30M
21269319723971;CDC;PT30M
21265557068333;CDC;PT30M
21104630855880;CDC;PT30M
19996816121147;CDC;PT30M
19820405131402;CDC;PT30M
19790014403781;CDC;PT30M
19524457235016;CDC;PT30M
19180897029458;CDC;PT30M
19120984048810;CDC;PT30M
17930680150037;CDC;PT30M
16588277814476;CDC;PT30M
16583357403130;CDC;PT30M
16500868259186;CDC;PT30M
16433429783196;CDC;PT30M
16407959404187;CDC;PT30M
16324891418944;CDC;PT30M
16312156284202;CDC;PT30M
16290014454519;CDC;PT30M
16162083813660;CDC;PT30M
16107525279402;CDC;PT30M
15270477471390;CDC;PT30M
15227785719811;CDC;PT30M
15210130213354;CDC;PT30M
14813024524235;CDC;PT30M
14677858151999;CDC;PT30M
14357452913385;CDC;PT30M
14320984056808;CDC;PT30M
14273950624716;CDC;PT30M
14260636678668;CDC;PT30M
14234442784712;CDC;PT30M
12291316919745;CDC;PT30M
09771924687467;CDC;PT30M
09712735165005;CDC;PT30M
07384370451450;CDC;PT30M
07173950740819;CDC;PT30M
06423154844557;CDC;PT30M
05643994150703;CDC;PT30M
05633140321080;CDC;PT30M
02427062222252;CDC;PT30M
01466425416033;CDC;PT30M
01362662738316;CDC;PT30M
01173516539411;CDC;PT30M
25866136010252;CDC;PT30M
25476266158005;CDC;PT30M
25216497757707;CDC;PT30M
24375397787330;CDC;PT30M
23350361787063;CDC;PT30M
21257597530540;CDC;PT30M
21244717767906;CDC;PT30M
19845730789676;CDC;PT30M
16433429783196;CDC;PT30M
15288856705508;CDC;PT30M
14490014417614;CDC;PT30M
14318813306435;CDC;PT30M
14234442784712;CDC;PT30M
09272937761998;CDC;PT30M
25272358761301;CDC;PT10M
25138205458606;CDC;PT10M
24274240190952;CDC;PT10M
19313603398900;CDC;PT10M
12472793041685;CDC;PT10M
01361649744987;CDC;PT10M
24332995621498;CDC;PT10M
05633140321080;CDC;PT10M
01113892788606;CDC;PT30M
02113313931045;CDC;PT30M
02165557153390;CDC;PT30M
02247467391214;CDC;PT30M
02438639596406;CDC;PT30M
02520115755830;CDC;PT30M
02520115755830;CDC;PT30M
02538060770000;CDC;PT30M
02561070884800;CDC;PT30M
02561070884800;CDC;PT30M
04393921828770;CDC;PT10M
05587988391774;CDC;PT30M
05592474600450;CDC;PT30M
06308827772874;CDC;PT30M
06345296653649;CDC;PT30M
07108683024881;CDC;PT30M
09529522366709;CDC;PT30M
09713458720213;CDC;PT30M
14202460021830;CDC;PT30M
14229377510696;CDC;PT30M
14331403757765;CDC;PT30M
14425904482367;CDC;PT10M
14504196769448;CDC;PT30M
14583646841860;CDC;PT30M
14825036135052;CDC;PT30M
15197539758994;CDC;PT30M
15197539758994;CDC;PT30M
16110998401893;CDC;PT30M
16124312426605;CDC;PT30M
16125904283137;CDC;PT30M
16127496247325;CDC;PT30M
16146743689275;CDC;PT30M
16159768421999;CDC;PT30M
16184949184603;CDC;PT30M
16188856701567;CDC;PT30M
16235889949905;CDC;PT30M
16235889949905;CDC;PT30M
16303762656699;CDC;PT30M
16376121512052;CDC;PT30M
16382199679206;CDC;PT30M
16384515144018;CDC;PT30M
16492474599515;CDC;PT30M
17551374814574;CDC;PT30M
17564109929314;CDC;PT30M
17642112871176;CDC;PT30M
17720694625704;CDC;PT30M
17743560026285;CDC;PT30M
19130969539468;CDC;PT30M
19309840746184;CDC;PT10M
19310274899535;CDC;PT10M
19356584585590;CDC;PT10M
19372792947270;CDC;PT10M
19379160571505;CDC;PT10M
19574240110871;CDC;PT30M
19834442764256;CDC;PT30M
19896381995304;CDC;PT30M
19896381995304;CDC;PT10M
21143849433736;CDC;PT30M
21208972417844;CDC;PT30M
21251374713221;CDC;PT30M
21387264761105;CDC;PT30M
21477568688680;CDC;PT30M
22204775587670;CDC;PT30M
22364833542483;CDC;PT30M
22367727791043;CDC;PT30M
22455137346699;CDC;PT30M
22490159167180;CDC;PT30M
22567149047181;CDC;PT30M
23224891391498;CDC;PT30M
23317076665518;CDC;PT30M
23543704758291;CDC;PT30M
24162952235259;CDC;PT30M
24363096887932;CDC;PT30M
24375108465602;CDC;PT30M
24397250200270;CDC;PT30M
24524457257496;CDC;PT30M
24534153325725;CDC;PT30M
24547467407741;CDC;PT30M
24585672880907;CDC;PT10M
25178147609116;CDC;PT30M
25214327003229;CDC;PT30M
25223010070159;CDC;PT30M
25242836378108;CDC;PT30M
25262952224019;CDC;PT30M
25331837874657;CDC;PT30M
25347467393565;CDC;PT30M
25348625007780;CDC;PT30M
25358321180087;CDC;PT10M
25368161981972;CDC;PT30M
25428798717735;CDC;PT30M
25442112747300;CDC;PT30M
25444428272903;CDC;PT30M
25992040492877;CDC;PT30M
01104196729840;CDC;PT30M
01120115733795;CDC;PT30M
01128798723157;CDC;PT30M
01139652602909;CDC;PT30M
01158321184904;CDC;PT30M
01187988277912;CDC;PT30M
01286541215231;CDC;PT30M
01487120100322;CDC;PT30M
01607235869970;CDC;PT30M
01636034702710;CDC;PT30M
01639797389801;CDC;PT30M
02126627972982;CDC;PT30M
02185672936706;CDC;PT30M
02207814749648;CDC;PT30M
02225904414642;CDC;PT30M
02230245977949;CDC;PT30M
02287264772569;CDC;PT30M
02459913083189;CDC;PT30M
02488422511775;CDC;PT10M
02503039007350;CDC;PT30M
02540520915830;CDC;PT30M
02572069433586;CDC;PT30M
05271201133199;CDC;PT30M
05538350190311;CDC;PT30M
05603473217620;CDC;PT30M
06500144686101;CDC;PT30M
06584804593764;CDC;PT30M
07197973943642;CDC;PT30M
07385238743425;CDC;PT30M
07389146122908;CDC;PT30M
07469319816787;CDC;PT30M
07508104136701;CDC;PT30M
09223010118295;CDC;PT30M
09306512287887;CDC;PT30M
09375687366397;CDC;PT30M
09393053464587;CDC;PT30M
09504920310438;CDC;PT30M
09510853798320;CDC;PT30M
09510853798320;CDC;PT30M
09567148976063;CDC;PT30M
09623444234949;CDC;PT30M
09715774184064;CDC;PT30M
12162662761490;CDC;PT30M
14267872498530;CDC;PT30M
14277423953314;CDC;PT10M
14309840799598;CDC;PT30M
14313169271984;CDC;PT30M
14379160629106;CDC;PT30M
14408827774340;CDC;PT30M
14436034679953;CDC;PT30M
14437915991134;CDC;PT30M
14480028873499;CDC;PT30M
14481186608073;CDC;PT30M
14496526729262;CDC;PT30M
14541968117397;CDC;PT30M
14876555606970;CDC;PT30M
16120694437704;CDC;PT30M
16154269078101;CDC;PT30M
16177134401735;CDC;PT30M
16196382028301;CDC;PT30M
16475108512203;CDC;PT30M
17286396507353;CDC;PT30M
17345730823560;CDC;PT30M
17566136031945;CDC;PT30M
17993921828333;CDC;PT30M
19331258996780;CDC;PT30M
19354269103432;CDC;PT10M
19366425447953;CDC;PT30M
19536034666696;CDC;PT10M
19626338618404;CDC;PT10M
19690159169970;CDC;PT10M
21183646766602;CDC;PT30M
21251664155026;CDC;PT30M
21266425305663;CDC;PT30M
21297250258404;CDC;PT10M
21550217014225;CDC;PT30M
22163530974503;CDC;PT30M
22175687393176;CDC;PT30M
22319392039274;CDC;PT30M
22320839282917;CDC;PT30M
22426917507173;CDC;PT30M
22433140320291;CDC;PT30M
22480318331625;CDC;PT30M
22570766978086;CDC;PT30M
22570911722098;CDC;PT30M
22599710532380;CDC;PT30M
23157452950942;CDC;PT30M
24279884185190;CDC;PT10M
24337915939378;CDC;PT30M
24375253128572;CDC;PT30M
24536034707763;CDC;PT30M
24582778579664;CDC;PT10M
25220549798790;CDC;PT30M
25229088169121;CDC;PT30M
25265701858865;CDC;PT30M
25270766990021;CDC;PT30M
25284659844390;CDC;PT30M
25293487573267;CDC;PT30M
25296237288472;CDC;PT10M
25335455753392;CDC;PT30M
25346309606807;CDC;PT30M
25359189563928;CDC;PT30M
25372069279883;CDC;PT30M
25379160541137;CDC;PT30M
25382054935386;CDC;PT10M
25479739454830;CDC;PT30M
25650940646362;CDC;PT30M
25865267726106;CDC;PT10M
25966859576986;CDC;PT30M
25960781399127;CDC;PT30M
25898552801405;CDC;PT30M
25847322712857;CDC;PT30M
25349059222249;CDC;PT30M
25314326939405;CDC;PT30M
24598263312806;CDC;PT30M
24565412341830;CDC;PT30M
24559189529838;CDC;PT30M
24508683006991;CDC;PT30M
24370477398473;CDC;PT30M
24295658385957;CDC;PT30M
24178726421280;CDC;PT30M
24105209788529;CDC;PT30M
23171779961503;CDC;PT30M
23160347289085;CDC;PT30M
22598697471758;CDC;PT30M
22552242990466;CDC;PT30M
22485528214378;CDC;PT30M
22308538257624;CDC;PT30M
22265991235539;CDC;PT30M
22175397915591;CDC;PT30M
21441968131571;CDC;PT30M
21321997056389;CDC;PT30M
19832416701262;CDC;PT30M
19684515183040;CDC;PT30M
19603617928504;CDC;PT30M
19429377631732;CDC;PT30M
19367727834797;CDC;PT30M
19323299546315;CDC;PT30M
19180607798694;CDC;PT30M
17953256117650;CDC;PT30M
17596237275217;CDC;PT30M
16577713361594;CDC;PT30M
16454847939955;CDC;PT30M
16394934828272;CDC;PT30M
16265122981918;CDC;PT30M
16184804441796;CDC;PT30M
16115918879839;CDC;PT30M
16105788673131;CDC;PT30M
16104196738730;CDC;PT30M
15581186629980;CDC;PT30M
15555137481470;CDC;PT30M
15217944998109;CDC;PT30M
15133574525580;CDC;PT30M
14861939129971;CDC;PT30M
14507959395381;CDC;PT30M
14492040436856;CDC;PT30M
14252677105803;CDC;PT30M
14245730645259;CDC;PT30M
12264688829096;CDC;PT30M
09743994177464;CDC;PT30M
09732416736674;CDC;PT30M
09713024509609;CDC;PT30M
09621997054610;CDC;PT30M
09399131665206;CDC;PT30M
09346454376086;CDC;PT30M
09228364662398;CDC;PT30M
09135166413863;CDC;PT30M
06535890003635;CDC;PT30M
06454703254769;CDC;PT30M
05134442747818;CDC;PT30M
02244717742384;CDC;PT30M
02186685904485;CDC;PT30M
01691751077065;CDC;PT30M
01671635236907;CDC;PT30M
01665701816917;CDC;PT30M
01607814692409;CDC;PT30M
01526628053789;CDC;PT30M
01189869724665;CDC;PT30M
01177279284703;CDC;PT30M
25873950689384;CDC;PT30M
25847322712857;CDC;PT30M
25103039068198;CDC;PT30M
23295224197631;CDC;PT30M
23149927544790;CDC;PT30M
22496526761337;CDC;PT30M
21529956512413;CDC;PT30M
21209117089590;CDC;PT30M
19193776909082;CDC;PT30M
17149927597003;CDC;PT30M
16462807478330;CDC;PT30M
16309840802449;CDC;PT30M
16229956572914;CDC;PT30M
12525470330151;CDC;PT30M
12173082485940;CDC;PT30M
09529811788790;CDC;PT30M
06339218409498;CDC;PT30M
05105499244063;CDC;PT30M
04200723583633;CDC;PT30M
02474819075439;CDC;PT30M
01386107090775;CDC;PT30M
25118379124708;CDC;PT10M
24587264776713;CDC;PT10M
24261360272951;CDC;PT10M
21284949249840;CDC;PT10M
19666714886484;CDC;PT10M
19564978186736;CDC;PT10M
19508104154691;CDC;PT10M
19378147546992;CDC;PT10M
19356729303377;CDC;PT10M
19331403688357;CDC;PT10M
19321418162824;CDC;PT10M
19320984078840;CDC;PT10M
16569898653237;CDC;PT10M
14289869679642;CDC;PT10M
12204920379799;CDC;PT10M
24206078068592;CDC;PT10M
15449348723102;CDC;PT10M
01282633851271;CDC;PT30M
01283646866493;CDC;PT30M
01371056342857;CDC;PT30M
01392040462409;CDC;PT30M
01403907346452;CDC;PT30M
01634732268158;CDC;PT30M
02158900113951;CDC;PT30M
02210853816998;CDC;PT30M
02260347258602;CDC;PT30M
02279015852399;CDC;PT30M
02494934827922;CDC;PT30M
02599999986483;CDC;PT10M
02641244571305;CDC;PT30M
02645296661525;CDC;PT30M
02657887101060;CDC;PT30M
05202026038230;CDC;PT30M
05467438456344;CDC;PT30M
06375253150857;CDC;PT30M
06452098349974;CDC;PT30M
06564254604220;CDC;PT30M
06577713454298;CDC;PT30M
07385962278057;CDC;PT30M
09117221361589;CDC;PT30M
09307091148003;CDC;PT30M
09392619307949;CDC;PT30M
12218813306659;CDC;PT30M
12486251785550;CDC;PT30M
12516208380968;CDC;PT30M
14236613423630;CDC;PT30M
14247322504402;CDC;PT30M
14337047753496;CDC;PT30M
14343125852102;CDC;PT30M
14789290856938;CDC;PT30M
14811432680718;CDC;PT30M
14867004302249;CDC;PT10M
14874818983616;CDC;PT30M
14874818983616;CDC;PT30M
14885238782670;CDC;PT30M
14890448566339;CDC;PT30M
15298986950018;CDC;PT30M
15587264826678;CDC;PT30M
16102170664947;CDC;PT30M
16103328322704;CDC;PT30M
16456584565461;CDC;PT30M
16542257589331;CDC;PT30M
17146454349746;CDC;PT30M
17303762639273;CDC;PT30M
17504630903821;CDC;PT30M
19124601921828;CDC;PT30M
19124601921828;CDC;PT30M
19302170736834;CDC;PT30M
19317655497357;CDC;PT10M
19320405207666;CDC;PT10M
19347756799783;CDC;PT10M
19416497737790;CDC;PT30M
19537771280260;CDC;PT10M
19675832096757;CDC;PT10M
19759623678701;CDC;PT30M
19869609200124;CDC;PT30M
19970188043773;CDC;PT30M
21184225632341;CDC;PT30M
21284949343797;CDC;PT30M
21362662676320;CDC;PT30M
21428364567652;CDC;PT30M
21494500720308;CDC;PT30M
21530824851660;CDC;PT30M
22163386352605;CDC;PT30M
22209985515996;CDC;PT30M
22377568725054;CDC;PT30M
22422865333786;CDC;PT30M
22482633751818;CDC;PT30M
22581765478594;CDC;PT30M
23179160634829;CDC;PT30M
23373806009575;CDC;PT10M
23390014442815;CDC;PT10M
23393921811696;CDC;PT30M
24190448556874;CDC;PT30M
24309551343006;CDC;PT30M
24376410920099;CDC;PT30M
24581186586785;CDC;PT10M
25231114262447;CDC;PT30M
25306656941944;CDC;PT30M
25307235801283;CDC;PT30M
25331403583073;CDC;PT30M
25351808793651;CDC;PT30M
25375542657431;CDC;PT30M
25383212660204;CDC;PT30M
25394790112029;CDC;PT30M
25431258993101;CDC;PT30M
25448914580417;CDC;PT10M
25869175108403;CDC;PT10M
19671201127127;CDC;PT10M
01120405095389;CDC;PT30M
01330245953228;CDC;PT30M
01694211232049;CDC;PT30M
02140810417166;CDC;PT30M
