PDS;ETAT;SOUSETAT;COUPE;DATEPROCHAINERELEVEREELLE;INSTANCE
06591027439608;en service;actif;0;20/04/2020;GKO3_EST
06593487612093;en service;actif;0;02/04/2020;GKO3_EST
04300868279978;en service;actif;0;14/04/2020;GKO3_EST
04314905924912;en service;actif;0;07/04/2020;GKO3_EST
04334298116693;en service;actif;0;24/04/2020;GKO3_EST
04343125877612;en service;actif;0;15/04/2020;GKO3_EST
04346309636063;en service;actif;0;06/04/2020;GKO3_EST
05171635295732;en service;actif;0;10/04/2020;GKO3_EST
05171779933374;en service;actif;0;14/04/2020;GKO3_EST
05207525301144;en service;actif;0;09/04/2020;GKO3_EST
05432850886201;en service;actif;0;10/04/2020;GKO3_EST
05493198241502;en service;actif;0;18/04/2020;GKO3_EST
05513603457642;en service;actif;0;25/03/2020;GKO3_EST
05523444277686;en service;actif;0;08/04/2020;GKO3_EST
06314037605499;en service;actif;0;10/04/2020;GKO3_EST
06319681569910;en service;actif;0;03/04/2020;GKO3_EST
06347322696639;en service;libre service;0;27/03/2020;GKO3_EST
06435021676984;en service;actif;0;15/04/2020;GKO3_EST
06506078124521;en service;actif;0;10/04/2020;GKO3_EST
06508393581170;en service;actif;0;18/04/2020;GKO3_EST
06518089692909;en service;actif;0;13/04/2020;GKO3_EST
06527641062191;en service;actif;0;02/04/2020;GKO3_EST
06558610705893;en service;actif;0;22/04/2020;GKO3_EST
06569319782707;en service;actif;0;17/04/2020;GKO3_EST
06569753940239;en service;actif;0;06/04/2020;GKO3_EST
04281765552962;en service;actif;0;22/04/2020;GKO3_EST
04320694567963;en service;actif;0;08/04/2020;GKO3_EST
04337047672496;en service;actif;0;16/04/2020;GKO3_EST
04561649735762;en service;actif;0;10/04/2020;GKO3_EST
05110274916105;en service;actif;0;18/04/2020;GKO3_EST
05125325545889;hors service;organe compteur ouvert;1;19/04/2020;GKO3_EST
05158465893504;en service;actif;0;11/04/2020;GKO3_EST
05165846564906;en service;actif;0;15/04/2020;GKO3_EST
05170332850206;en service;actif;0;08/04/2020;GKO3_EST
05185672913323;en service;actif;0;11/04/2020;GKO3_EST
05497829222766;en service;actif;0;10/04/2020;GKO3_EST
06334153321682;en service;actif;0;28/03/2020;GKO3_EST
06334442820307;en service;actif;0;12/04/2020;GKO3_EST
06341533914879;en service;actif;0;26/03/2020;GKO3_EST
06342836426372;en service;actif;0;14/04/2020;GKO3_EST
06363531059127;hors service;organe compteur ouvert;0;03/04/2020;GKO3_EST
06398697426102;en service;actif;0;05/04/2020;GKO3_EST
06540955086394;en service;actif;0;17/04/2020;GKO3_EST
06579739445728;en service;actif;0;21/04/2020;GKO3_EST
04310419648792;en service;actif;0;09/04/2020;GKO3_EST
04313024552139;en service;actif;0;16/04/2020;GKO3_EST
04320260474383;en service;actif;0;10/04/2020;GKO3_EST
04366136005304;en service;actif;0;10/04/2020;GKO3_EST
04378581705437;en service;actif;0;06/04/2020;GKO3_EST
04385962343973;en service;actif;0;07/04/2020;GKO3_EST
04386107055908;en service;actif;0;14/04/2020;GKO3_EST
04395803103755;en service;actif;0;10/04/2020;GKO3_EST
04565412398072;en service;actif;0;24/04/2020;GKO3_EST
05133863928993;en service;actif;0;10/04/2020;GKO3_EST
05138205466033;en service;actif;0;14/04/2020;GKO3_EST
05150940627807;en service;actif;0;01/04/2020;GKO3_EST
05170911696529;en service;actif;0;26/03/2020;GKO3_EST
05180318336679;en service;actif;0;21/04/2020;GKO3_EST
05186685928545;en service;actif;0;13/04/2020;GKO3_EST
05189146164205;en service;actif;0;09/04/2020;GKO3_EST
05493487673160;en service;actif;0;02/04/2020;GKO3_EST
06304775660372;en service;actif;0;27/03/2020;GKO3_EST
06325904460761;en service;actif;0;10/04/2020;GKO3_EST
06332706176230;en service;actif;0;03/04/2020;GKO3_EST
06334298090040;en service;actif;0;12/04/2020;GKO3_EST
06364833570387;en service;actif;0;23/04/2020;GKO3_EST
06382923296980;en service;actif;0;08/04/2020;GKO3_EST
06383502128102;en service;actif;0;15/04/2020;GKO3_EST
06388856678802;en service;actif;0;02/04/2020;GKO3_EST
06396237313030;en service;actif;0;25/03/2020;GKO3_EST
06522865348306;en service;actif;0;06/04/2020;GKO3_EST
06560781384281;en service;actif;0;06/04/2020;GKO3_EST
06575542677011;en service;actif;0;10/04/2020;GKO3_EST
04294500706550;en service;actif;0;25/03/2020;GKO3_EST
04327206933788;en service;actif;0;11/04/2020;GKO3_EST
04336468870001;en service;actif;0;26/03/2020;GKO3_EST
04367438488289;en service;actif;0;23/04/2020;GKO3_EST
04382633841044;en service;actif;0;25/03/2020;GKO3_EST
05101591892370;en service;actif;0;22/04/2020;GKO3_EST
05114471760007;en service;actif;0;11/04/2020;GKO3_EST
05146599044657;en service;actif;0;10/04/2020;GKO3_EST
05148046292263;en service;actif;0;26/03/2020;GKO3_EST
05152387824630;en service;actif;0;10/04/2020;GKO3_EST
05155860973121;en service;actif;0;11/04/2020;GKO3_EST
05157887116342;en service;actif;0;23/04/2020;GKO3_EST
05161360254185;en service;actif;0;24/04/2020;GKO3_EST
05525759762236;en service;actif;0;23/04/2020;GKO3_EST
06302749564283;en service;actif;0;20/04/2020;GKO3_EST
06304775590726;en service;actif;0;19/04/2020;GKO3_EST
06310564393551;en service;actif;0;09/04/2020;GKO3_EST
06326338539194;en service;actif;0;10/04/2020;GKO3_EST
06330680158446;en service;actif;0;10/04/2020;GKO3_EST
06358900093030;en service;actif;0;03/04/2020;GKO3_EST
06363241637451;en service;actif;0;28/03/2020;GKO3_EST
06376410993633;en service;actif;0;24/04/2020;GKO3_EST
06381765518323;en service;actif;0;28/03/2020;GKO3_EST
06385383497606;en service;actif;0;24/04/2020;GKO3_EST
06553400838000;en service;actif;0;10/04/2020;GKO3_EST
06593487668537;en service;actif;0;17/04/2020;GKO3_EST
04300434150524;en service;actif;0;23/04/2020;GKO3_EST
04301881250939;en service;actif;0;10/04/2020;GKO3_EST
04340376242740;en service;actif;0;11/04/2020;GKO3_EST
04366570181470;en service;actif;0;24/04/2020;GKO3_EST
04367004316293;en service;actif;0;27/03/2020;GKO3_EST
04381476120317;en service;actif;0;08/04/2020;GKO3_EST
04395079588092;en service;actif;0;23/04/2020;GKO3_EST
04399276403647;en service;actif;0;22/04/2020;GKO3_EST
04545296640505;en service;actif;0;21/04/2020;GKO3_EST
04591172173440;en service;actif;0;18/04/2020;GKO3_EST
05121852357907;en service;actif;0;13/04/2020;GKO3_EST
05122720600659;en service;actif;0;14/04/2020;GKO3_EST
05131259010017;en service;actif;0;13/04/2020;GKO3_EST
05154413854587;en service;actif;0;15/04/2020;GKO3_EST
05174384914198;en service;actif;0;13/04/2020;GKO3_EST
05180173645915;en service;actif;0;10/04/2020;GKO3_EST
05183502158123;en service;actif;0;07/04/2020;GKO3_EST
05281765524408;en service;actif;0;18/04/2020;GKO3_EST
06309406570779;en service;actif;0;17/04/2020;GKO3_EST
06310274936671;en service;actif;0;26/03/2020;GKO3_EST
06313169221600;en service;actif;0;21/04/2020;GKO3_EST
06323444247879;en service;actif;0;14/04/2020;GKO3_EST
06325036128516;en service;actif;0;03/04/2020;GKO3_EST
06423733696415;en service;actif;0;13/04/2020;GKO3_EST
06507814735817;en service;actif;0;10/04/2020;GKO3_EST
06512735140258;en service;actif;0;25/03/2020;GKO3_EST
06517076670039;en service;actif;0;21/04/2020;GKO3_EST
06527785776408;en service;actif;0;03/04/2020;GKO3_EST
04297684487553;en service;actif;0;05/04/2020;GKO3_EST
04304486245686;en service;actif;0;22/04/2020;GKO3_EST
04341533985735;en service;actif;0;26/03/2020;GKO3_EST
04343559997319;en service;actif;0;05/04/2020;GKO3_EST
04343849460739;en service;actif;0;01/04/2020;GKO3_EST
04368885638324;en service;actif;0;15/04/2020;GKO3_EST
05128219960170;en service;actif;0;22/04/2020;GKO3_EST
05129377679525;en service;actif;0;15/04/2020;GKO3_EST
05148190938338;en service;actif;0;10/04/2020;GKO3_EST
05150072342250;en service;libre service;0;25/03/2020;GKO3_EST
05150217046710;en service;actif;0;13/04/2020;GKO3_EST
05209406614099;en service;actif;0;08/04/2020;GKO3_EST
05698118667810;en service;actif;0;08/04/2020;GKO3_EST
06320549898705;en service;actif;0;12/04/2020;GKO3_EST
06332416732633;en service;actif;0;01/04/2020;GKO3_EST
06370332805852;en service;actif;0;01/04/2020;GKO3_EST
06480173617359;en service;actif;0;19/04/2020;GKO3_EST
06514471743770;en service;actif;0;14/04/2020;GKO3_EST
06545441372106;en service;actif;0;27/03/2020;GKO3_EST
06595947876358;en service;actif;0;10/04/2020;GKO3_EST
04208248913481;en service;actif;0;23/04/2020;GKO3_EST
04300144714999;en service;actif;0;22/04/2020;GKO3_EST
04316642514537;en service;actif;0;08/04/2020;GKO3_EST
04335600497360;en service;actif;0;05/04/2020;GKO3_EST
04337771317380;en service;actif;0;24/04/2020;GKO3_EST
04340376209774;en service;actif;0;04/04/2020;GKO3_EST
04391316920998;en service;actif;0;08/04/2020;GKO3_EST
04582923273935;en service;actif;0;18/04/2020;GKO3_EST
04596960918502;en service;actif;0;10/04/2020;GKO3_EST
05101302459593;en service;actif;0;07/04/2020;GKO3_EST
05107235811950;en service;actif;0;17/04/2020;GKO3_EST
05139797379786;en service;actif;0;10/04/2020;GKO3_EST
05141244533172;en service;actif;0;15/04/2020;GKO3_EST
05164109954301;en service;actif;0;04/04/2020;GKO3_EST
05179160621348;en service;actif;0;12/04/2020;GKO3_EST
05420405170983;en service;actif;0;20/04/2020;GKO3_EST
05551808965889;en service;actif;0;23/04/2020;GKO3_EST
06305933405759;en service;actif;0;25/03/2020;GKO3_EST
06315050623027;en service;actif;0;11/04/2020;GKO3_EST
06354848022244;en service;actif;0;25/03/2020;GKO3_EST
06368451491489;en service;actif;0;11/04/2020;GKO3_EST
06374384909466;en service;actif;0;13/04/2020;GKO3_EST
06376989854361;en service;actif;0;12/04/2020;GKO3_EST
06379739496341;hors service;organe compteur ouvert;0;23/04/2020;GKO3_EST
06460057886863;en service;actif;0;08/04/2020;GKO3_EST
06552243035606;en service;actif;0;25/03/2020;GKO3_EST
06552532510586;en service;actif;0;18/04/2020;GKO3_EST
04232127312017;en service;actif;0;26/03/2020;GKO3_EST
04240955134772;en service;actif;0;08/04/2020;GKO3_EST
04288422546298;en service;actif;0;05/04/2020;GKO3_EST
04305788637575;en service;actif;0;16/04/2020;GKO3_EST
04337192412203;en service;actif;0;05/04/2020;GKO3_EST
04345296659920;en service;actif;0;24/04/2020;GKO3_EST
04359768429747;en service;actif;0;12/04/2020;GKO3_EST
04380607764622;en service;actif;0;16/04/2020;GKO3_EST
04391461649317;en service;actif;0;08/04/2020;GKO3_EST
05100289403614;en service;actif;0;10/04/2020;GKO3_EST
05137916039404;en service;actif;0;11/04/2020;GKO3_EST
05179739492524;en service;actif;0;11/04/2020;GKO3_EST
05196092602910;en service;actif;0;11/04/2020;GKO3_EST
05440376258596;en service;actif;0;07/04/2020;GKO3_EST
06307091144174;en service;actif;0;10/04/2020;GKO3_EST
06324457289107;en service;actif;0;25/03/2020;GKO3_EST
06389001430716;en service;actif;0;10/04/2020;GKO3_EST
06569175070482;en service;actif;0;15/04/2020;GKO3_EST
04301013003215;en service;actif;0;11/04/2020;GKO3_EST
04333863879490;en service;actif;0;10/04/2020;GKO3_EST
04349348751982;en service;actif;0;11/04/2020;GKO3_EST
04350651199498;en service;actif;0;14/04/2020;GKO3_EST
04359478982218;en service;actif;0;01/04/2020;GKO3_EST
04364688798809;en service;actif;0;19/04/2020;GKO3_EST
04393487675185;en service;actif;0;11/04/2020;GKO3_EST
04393777110703;hors service;organe compteur ouvert;0;10/04/2020;GKO3_EST
04394066546205;en service;actif;0;10/04/2020;GKO3_EST
04396960908509;en service;actif;0;10/04/2020;GKO3_EST
04398986962047;en service;actif;0;10/04/2020;GKO3_EST
04564978279430;en service;actif;0;10/04/2020;GKO3_EST
05101302440056;en service;actif;0;10/04/2020;GKO3_EST
05129956509918;en service;actif;0;13/04/2020;GKO3_EST
05180607755733;en service;actif;0;05/04/2020;GKO3_EST
05187843702080;en service;actif;0;24/04/2020;GKO3_EST
05251374800418;en service;actif;0;02/04/2020;GKO3_EST
05266425449206;en service;actif;0;24/04/2020;GKO3_EST
05272214145405;en service;actif;0;05/04/2020;GKO3_EST
05420694640778;en service;actif;0;08/04/2020;GKO3_EST
05518234421601;en service;actif;0;10/04/2020;GKO3_EST
05555861028702;en service;actif;0;17/04/2020;GKO3_EST
06307959462449;en service;actif;0;10/04/2020;GKO3_EST
06326917494337;en service;actif;0;10/04/2020;GKO3_EST
06344428302840;en service;actif;0;20/04/2020;GKO3_EST
06355137452901;hors service;organe compteur ouvert;0;10/04/2020;GKO3_EST
06370766964031;en service;actif;0;13/04/2020;GKO3_EST
06561360334060;en service;actif;0;23/04/2020;GKO3_EST
06570766964806;en service;actif;0;18/04/2020;GKO3_EST
06581910262866;en service;actif;0;07/04/2020;GKO3_EST
06591895736401;en service;actif;0;04/04/2020;GKO3_EST
